id_parent,name_father,last_name_father,name_mother,last_name_mother,id_employee
1129,Nigel,Lu,Ying,Prater,610111
1130,Justin,Talbert,Tonie,Cade,664603
1131,Shannon,Buie,Providencia,Leonard,859145
1132,Kieth,Combs,Clarissa,Marler,479240
1133,Barry,Wicker,Linette,Mace,730014
1134,Johnnie,Haines,Kathline,Mcmaster,811188
1135,Keenan,Alford,Adele,Oliva,900511
1136,Donnie,Yost,Joie,Schramm,911782
1137,Emory,Woodley,Ulrike,Delvalle,651352
1138,Marcellus,Sills,Robyn,Seeley,279159
1139,Kip,Dejesus,Sena,Beaudoin,578410
1140,Quintin,Willis,Blondell,Mccune,743756
1141,Wm,Sledge,Terra,Christopher,336203
1142,Marcel,Grace,Shila,Zielinski,348955
1143,Austin,Tuck,Jestine,Mayes,551531
1144,Lloyd,Farr,Janey,Hawthorne,499087
1145,Rey,Mena,Senaida,Gayle,490568
1146,Emil,Austin,Tempie,Munn,958129
1147,Gayle,Sabo,Alba,Royster,173881
1148,Lindsey,Plummer,Elaina,Walter,171318
1149,Franklyn,Griswold,Carleen,Carranza,744924
1150,Cyrus,Hussey,Leonia,Schaffer,826352
1151,Chuck,Gilmore,Nadine,Mckenney,675330
1152,Dion,Todd,Caren,Baines,348612
1153,Donovan,Napier,Pura,Dodson,723677
1154,Winford,Shores,Tran,Valerio,469305
1155,Elwood,Romano,Edda,Horner,564396
1156,Cary,Walston,Frieda,Peel,894304
1157,Roger,Dye,Dimple,Browning,447929
1158,Jeffry,Schubert,Tasia,Vernon,990341
1159,Moses,Francis,Gayla,Silvers,142132
1160,Vito,Quintero,Jalisa,Slaughter,738569
1161,Margarito,Serna,Chassidy,Ngo,960488
1162,Emerson,Skidmore,Edwina,Stclair,427707
1163,Jc,Eaton,Donya,Dees,904903
1164,Tyron,Davidson,Virginia,Mccurry,558980
1165,Abdul,Broome,Cherie,Brazil,728639
1166,Justin,Fredrickson,Hildegard,Rees,990660
1167,Hugh,Dugan,Eartha,Holtz,724942
1168,Rupert,Sweet,Francene,Irizarry,349949
1169,Filiberto,Mcmullin,Waltraud,Zink,269145
1170,Jimmie,Hedgepeth,Michell,David,517795
1171,Saul,Jensen,Armanda,Wilks,808683
1172,Lewis,Strain,Kristina,Stamps,769949
1173,Jae,Webb,Tonya,Braxton,773251
1174,Chas,Hutcherson,Dorthy,Nguyen,157605
1175,Gino,Stoddard,Soraya,Brower,432874
1176,Alfonzo,Schuster,Estella,Valles,266517
1177,Elmer,Wallace,Magnolia,Huber,287234
1178,Lindsay,Bingham,Annabell,Carbajal,715699
1179,Olen,Nava,Terri,Ma,791796
1180,Javier,Chong,Jayne,Muniz,423476
1181,Tyler,Walling,Kina,Wynn,781852
1182,Mel,Barry,Ethelyn,Crain,113138
1183,Glenn,Newsome,Marietta,Hartman,177820
1184,Sammie,Phelan,Audrie,Tang,863710
1185,Bobbie,Ezell,Winona,Bearden,332897
1186,Jesus,Boyer,Ami,Leahy,844768
1187,Jed,Hightower,Crystal,Ferris,939744
1188,Corey,Crowley,Rafaela,Bostic,596386
1189,Quincy,Rosser,Trudi,Ebert,635085
1190,Theodore,Rasmussen,Shanita,Hartley,770887
1191,Kraig,Manley,Janina,Rubin,663340
1192,Max,Goldman,Mammie,Fierro,475292
1193,Arnulfo,Warner,Katheleen,Rees,515944
1194,Chris,Grenier,Evalyn,Christian,131132
1195,Romeo,Furr,Chante,Burnside,463031
1196,Filiberto,Klein,Sybil,Valenzuela,546056
1197,Zachery,Spinks,Lashandra,Burkholder,338592
1198,Quentin,Gallo,Kenya,Klinger,780592
1199,Jake,Langford,Criselda,Ackley,162437
1200,Benito,Abernathy,Babette,Watts,282256
1201,Bert,Donohue,Tess,Nielsen,404516
1202,Owen,Levin,Lois,Ham,314807
1203,Sergio,Gary,Angila,Mcadams,808271
1204,Josiah,Redmond,Yulanda,Pack,821532
1205,Lemuel,Noe,Ashlyn,Pineda,467460
1206,Kraig,Bobbitt,Emmy,Almeida,639215
1207,Darron,Carrillo,Bulah,Cano,295336
1208,Nathanial,Thorn,Shanell,Esquivel,312811
1209,Stanton,Legg,Fredia,Grantham,358423
1210,Mohammed,Alonso,Alyson,Weinberg,760812
1211,Dexter,Spaulding,Lynna,Pitre,769303
1212,Bobbie,Reese,Ilda,Oneal,152414
1213,Fabian,Schreiber,Bethany,Welker,832886
1214,Hobert,Otoole,Jo,Dorman,468717
1215,Rodger,Gamez,Nikole,Crane,251708
1216,Myles,Arriaga,Leatrice,Jacobs,775726
1217,Sandy,Covey,Elenora,Childress,195807
1218,Werner,Grove,Lyndsay,Dempsey,681385
1219,Rocco,Seymour,Iona,See,487183
1220,Alphonso,Henson,Kaila,Mendoza,337748
1221,Ned,Billups,Iola,Valdes,926625
1222,Billie,Spivey,Joycelyn,Yazzie,460504
1223,Carmelo,Atkinson,Lili,Waters,790668
1224,Long,Cortez,Guillermina,Hartnett,726990
1225,Jamar,Driver,Gerald,Child,526477
1226,Hoyt,Martens,Delorse,Greer,469323
1227,Duncan,Dayton,Lane,Orlando,116861
1228,Lavern,Yeager,My,Belt,468245
1229,Ty,Damon,Bette,Voss,365429
1230,Pierre,Weiss,Tiny,Mast,430984
1231,Stanley,Troy,Tawanna,Jorgenson,240774
1232,Stephan,Helm,Desire,Stern,292037
1233,Charles,Lindquist,Carlee,Zielinski,529687
1234,Horacio,Billings,Renee,Labonte,364641
1235,Isiah,Lundgren,Trula,Aldrich,271618
1236,Laurence,Spencer,Dorie,Landon,926284
1237,Jackie,Griffiths,Andria,Lindberg,224385
1238,Andrea,Mcclellan,Serena,Taggart,266007
1239,Eldon,Braden,Azzie,Conte,277807
1240,Orval,Best,Rivka,Peterson,221301
1241,Clifton,Hutchings,Robert,Jeffries,176357
1242,Boyce,Otoole,Lida,Limon,899025
1243,Steve,Jasso,Ashanti,Ripley,689735
1244,Sterling,Ahern,Breann,Legg,274798
1245,Daren,Holcombe,Daniela,Coy,814692
1246,Ken,Harley,Tandy,Rice,365311
1247,Rudy,Tennant,Sheron,Gamble,146994
1248,Austin,Whaley,Janay,Mckenzie,556883
1249,Tony,Wilbur,Portia,Cushing,673517
1250,Octavio,Mcmahon,Joye,Burch,673602
1251,Jeremy,Sylvester,Daria,Trent,678937
1252,Horace,Zielinski,Keshia,Wagoner,146167
1253,Thurman,Kidd,Freda,Weiss,350325
1254,Van,Olsen,Retta,Burch,309193
1255,Willie,Gatlin,Tamica,Brennan,663004
1256,Albert,Dickson,Lela,Looney,188105
1257,Abram,Weller,Clemmie,Lamontagne,464311
1258,Kendrick,Renfro,Antonia,Poe,358946
1259,Bryon,Creamer,Sean,Simms,449728
1260,Del,Galbraith,Genesis,Wilhelm,353324
1261,Kenneth,Fuentes,Clarisa,Hensley,725816
1262,Granville,Stjohn,Paulene,Kennedy,191837
1263,Kerry,Truitt,Caroll,Vetter,209953
1264,Britt,Dillon,Majorie,Crittenden,851514
1265,Jae,Burkholder,Verena,Thomsen,116881
1266,Howard,Jamison,Cordia,Silvers,472851
1267,Tim,Dent,Francoise,Arsenault,670946
1268,Mitchel,Roybal,Ardell,Beyer,223092
1269,Mario,Lumpkin,Rae,Niles,849584
1270,Vernon,Jamison,Chris,Lumpkin,176870
1271,Grant,Robertson,Mei,Craven,519176
1272,Tristan,Walston,Maira,Maxwell,464209
1273,Freddie,Roderick,Cassandra,Goolsby,991036
1274,Ira,Lankford,Son,Dale,935891
1275,Gilbert,Wilde,Elke,Hyde,247537
1276,Numbers,Nation,Lona,Travis,818406
1277,Leroy,Booth,Karmen,Madigan,643938
1278,Joaquin,Zimmerman,Nenita,Sneed,941810
1279,Carmen,Malcolm,Erlene,Hurt,891455
1280,Jarrod,Armstead,Marnie,Bond,679402
1281,Ahmed,Keeling,Yong,Mosley,349361
1282,Michal,Guest,Tana,Poe,626973
1283,Refugio,Osburn,Thea,Sisson,320561
1284,Frederick,Carrera,Jaquelyn,Mears,938310
1285,Jorge,Rincon,Leonora,Mcintosh,600632
1286,Dorsey,Connor,Lillian,Ha,566953
1287,Andy,West,Dannette,Scherer,419239
1288,Rodrick,Garrison,Teodora,Monahan,219750
1289,Oliver,Merritt,Luanna,Horn,690557
1290,Brendan,Michael,Ching,Borden,494445
1291,Reuben,Carbajal,Piper,Solis,267187
1292,Joey,Cobbs,Zana,Poindexter,229072
1293,Antony,Trevino,Nena,Andrade,447531
1294,Tuan,Stacey,Arnita,Gaither,313149
1295,Marcelo,Pedersen,Khadijah,Weed,208863
1296,Cecil,Palmer,Chasidy,Breland,655131
1297,Joey,Jarrell,Nicolle,Andrews,416097
1298,Leonel,Meadows,Virgie,Candelaria,444994
1299,Haywood,Hendon,Belinda,Rayford,811810
1300,Heath,Huff,Luis,Marble,517514
1301,Douglass,Gaytan,Billye,Roque,481944
1302,Gabriel,Bishop,Berenice,Pyle,621804
1303,Trevor,Bannister,Brigida,Park,269442
1304,Major,Proctor,Fred,Randolph,624868
1305,Samuel,Norris,Shaquita,Clegg,496903
1306,Ronnie,Gragg,Shawnda,Holliman,676968
1307,Peter,Irving,Yolonda,Arriaga,914931
1308,Olen,Akins,Jackie,Mcclelland,922127
1309,Quincy,Fiore,Lissette,Dougherty,237290
1310,Reinaldo,Laporte,Lynda,Fogle,670436
1311,Shon,Back,Cortney,Nagle,846203
1312,Denny,Salter,Jona,Caraballo,726618
1313,Shon,Smith,Jordan,Bennett,473339
1314,Gilberto,Outlaw,Zelda,Miner,347053
1315,Hoyt,Lash,Kristy,Conn,884276
1316,Alden,Hunter,In,Blackburn,964177
1317,David,Felder,Ramona,Schwarz,705323
1318,Ted,Wallen,Rosenda,Stillwell,594895
1319,Leandro,Chastain,Marlyn,Collett,198259
1320,Andre,Vanhorn,Laquanda,Robson,405258
1321,Lindsay,Burden,Sherilyn,Boss,677436
1322,Gerald,Ervin,Karolyn,Ferreira,681377
1323,Tyrell,Frye,Melonie,Riley,152572
1324,Rocky,Cooper,Leo,Gayle,123266
1325,Walter,Courtney,Kalyn,Talbert,336130
1326,Otto,Nielsen,Verla,Penny,156033
1327,Emanuel,Pitcher,Mignon,Raymond,376392
1328,Elijah,Zook,Janice,Lawler,175112
1329,Willie,Hand,Evangeline,Manson,899559
1330,Raymon,Mccleary,Shanell,Borders,975513
1331,Rex,Armstead,Mitzie,Silas,388655
1332,Lionel,Steinberg,Marvel,Youngblood,948438
1333,Sergio,Kurtz,Anya,Gentile,815909
1334,Connie,Cortez,Joseph,Elizondo,961921
1335,Wallace,Pope,Deann,Phillip,556384
1336,Marcus,Archie,Latricia,Bogan,286613
1337,Dino,Bundy,Shari,Spurlock,832849
1338,Rey,Centeno,Lianne,Haro,816700
1339,Jason,Sauer,Kristine,Harding,608583
1340,Wilburn,Enriquez,Regine,Noyes,613738
1341,Ty,Sisk,Rochell,Waters,400303
1342,Milan,Alfonso,Misha,Marks,690078
1343,Dane,Piazza,Sixta,Hooker,150126
1344,Coleman,Orozco,Corrin,Moon,281863
1345,Chance,Foy,Chang,Norton,517673
1346,Harvey,Ma,Jean,Ortiz,528289
1347,Chung,Pauley,Scarlet,Dudley,286750
1348,Daron,Cruz,Alix,Berman,251546
1349,Scottie,Wood,Alex,Sellers,581064
1350,Kasey,Carrasco,Tracee,Lancaster,643020
1351,Bradley,Ngo,Ethel,Harrison,138955
1352,Cyril,Maldonado,Fran,Lewis,327962
1353,Roberto,Lind,Jean,Huggins,786060
1354,Nathanael,Caraballo,Kenneth,Harwood,725297
1355,David,Mota,Matilda,Slone,689215
1356,Claude,Spurgeon,Delilah,Spalding,952572
1357,Jarred,Graham,Margart,Ballinger,308279
1358,Salvatore,Ruffin,Suanne,Keeton,859376
1359,Larry,Groce,Wesley,Benson,851431
1360,Willy,Searcy,Gwyn,Ragan,772566
1361,Stacy,Abel,Hailey,Mcgraw,150598
1362,Van,Coley,Joycelyn,Hall,981076
1363,Augustine,Whitehurst,Valery,Craven,873703
1364,Warren,Fanning,Marline,Roberge,654752
1365,Major,Morrison,Evalyn,Stearns,879259
1366,Marcellus,Hamer,Ailene,Eggleston,558331
1367,Shon,Stonge,Brandon,Ho,630001
1368,Roland,Gold,Robbie,Browne,810554
1369,Roman,Barrientos,Na,Bloom,582207
1370,Rene,Baumgardner,Neomi,Mathias,271753
1371,Curt,Major,Fumiko,Storm,800717
1372,Hobert,Nesmith,Karoline,Wicker,809907
1373,Chadwick,Mauldin,Bethanie,Bowens,160755
1374,Jason,Southard,Crysta,Hoskins,361846
1375,Francesco,Dingle,Malissa,Wertz,719891
1376,Julio,Yount,Hyon,Neely,706249
1377,Donald,Root,Sau,Keeney,843473
1378,Harland,Magnuson,Kenya,Sanderson,976234
1379,Lynwood,Selby,Annika,Kelso,889095
1380,Tracy,Henry,Deb,Beauregard,605972
1381,Dannie,Mcginnis,Jeanie,Brody,144522
1382,Alfonso,Whitfield,Aleida,Diamond,961327
1383,Buddy,Beane,Veda,Page,380215
1384,Ignacio,Barnard,Diann,Duckworth,460085
1385,Minh,Dodds,Deann,Gaines,488651
1386,Kermit,Cooke,Amanda,Noland,431761
1387,Jonathon,Pederson,Carolin,Valle,682672
1388,Virgil,Pyle,Elsie,Riley,966992
1389,Ethan,Dabney,Ivey,Huang,280646
1390,Josue,Woody,Darby,Knotts,895403
1391,Burton,Caban,Doloris,Escamilla,883978
1392,Alva,Burleson,Sigrid,Latham,253050
1393,Tyson,Folsom,Franchesca,Best,308104
1394,Hollis,Moreland,Zaida,Musgrove,267237
1395,Saul,Jernigan,Rivka,Perry,183621
1396,Graham,Richmond,Mckenzie,Deal,553123
1397,Tobias,Schmid,Nada,Means,588658
1398,Hung,Hendrickson,Alane,Devine,549924
1399,Heath,Lawson,Ona,Clayton,629182
1400,Mike,Winslow,Mika,Douglass,891136
1401,Barry,Switzer,Sharee,Still,994976
1402,Damian,Osborn,Loreen,Machado,625460
1403,Abe,Bottoms,Sonya,Kellum,296887
1404,Rodger,Hester,Masako,Vu,649522
1405,Loyd,Villalobos,Marion,Crisp,324202
1406,Matthew,Wampler,Alix,Minor,824630
1407,Herbert,Gilman,Lashunda,Karr,916609
1408,Christian,Barksdale,Lorilee,Barger,694220
1409,Willie,Hooks,Ayako,Sherrill,922963
1410,Brett,Logan,Novella,Holiday,607557
1411,Gale,Reich,Mike,Dees,607975
1412,Romeo,Knox,Florinda,Shoemaker,277455
1413,Shayne,Martino,Toccara,Laporte,201252
1414,Bryan,Tirado,Florencia,Grissom,910927
1415,Zackary,Purvis,Fallon,Numbers,172039
1416,Monty,Toliver,Alta,Trask,384959
1417,Jim,Jackson,Dorthey,Forrester,146320
1418,Julio,Hoppe,Liza,Rosenthal,495212
1419,Todd,Scribner,Hortencia,Conner,716277
1420,Kerry,Keefer,Jennie,Montero,194302
1421,Carson,Crowell,Nicky,Orosco,169896
1422,Benny,Neville,Loreen,Weatherford,514111
1423,Donny,Caskey,Lala,Brim,612922
1424,Joel,Foster,Margarett,Mcculloch,866564
1425,Rex,Shaw,Denice,Kopp,844300
1426,Jude,Pak,Richard,Enos,417331
1427,Brice,Bevins,Claudette,Sneed,679519
1428,Ian,Lanier,Doretta,Milliken,671330
1429,Cesar,Adcock,Theressa,Matos,749664
1430,Enoch,Cruz,Eilene,Broussard,297809
1431,Pat,Rose,Phylicia,Fairbanks,692816
1432,Keith,Parris,Chantal,Dasilva,111692
1433,John,Townsend,Fidelia,Martindale,654489
1434,Willie,Seay,Manuela,Maples,794488
1435,Luis,Paris,Genoveva,Needham,569316
1436,Yong,Stanford,Vanetta,Littlejohn,160361
1437,Rodrick,Simpkins,Billye,Back,807311
1438,Renato,Eddy,Jan,Hutchison,550651
1439,Eusebio,Chappell,Karon,Valadez,879169
1440,Hong,Garza,Margarette,Lozano,717998
1441,Rayford,Guinn,Melda,Guinn,228364
1442,Nick,Hale,Adeline,Cronin,116700
1443,Zachary,Webber,Zofia,Baines,915614
1444,Emery,Hillman,Elmer,Sammons,182663
1445,Carlo,Burnette,Milagros,Galvez,667922
1446,Elias,Henke,Katelyn,Richardson,741821
1447,Guadalupe,Polanco,Lakisha,Kimmel,542206
1448,Sammy,Hopkins,Candi,Cheney,574807
1449,Alex,Gaddis,Margaretta,Abernathy,120178
1450,Nickolas,Blackmon,Svetlana,Whitley,721206
1451,Erin,Schuler,Candie,Ludwig,484474
1452,Louis,Lindgren,Lizzie,Silvers,440058
1453,Boyce,Moen,Delma,Hudspeth,781585
1454,Sammy,Lima,Emmy,Albert,854390
1455,Armando,Lyles,Ardella,Crowe,177153
1456,Reynaldo,Oliva,Reina,Coe,418662
1457,Gaylord,Osorio,Richelle,Reeder,342518
1458,Daron,Lowry,Domonique,Goad,348024
1459,Perry,Breen,Sanora,Loftus,278066
1460,Nicky,Mckinley,Andrea,Geary,148260
1461,Arron,Blackburn,Cristen,Kern,390053
1462,Jamal,Braswell,Pamelia,Tibbs,940878
1463,Mitchel,Hazel,Debrah,Benson,959792
1464,Andres,Good,Toya,Faber,722221
1465,Greg,Lima,Kirstie,Stroud,810748
1466,Sammie,Benoit,Afton,Aguayo,584393
1467,Rolf,Grayson,Adrianna,Grice,423559
1468,Myles,Lockhart,Kacy,Xiong,259090
1469,Jamison,Hirsch,Elvera,Platt,637858
1470,Ward,Ralph,Candida,Zeller,678800
1471,Clarence,Wyant,Jeannetta,Sauer,746459
1472,Mohammad,Lucas,Cleo,Mcknight,360917
1473,Antony,Truitt,Avis,Cornett,898566
1474,Chance,Cordell,Dixie,Nelms,198109
1475,Chung,Warden,Samuel,Velasco,617568
1476,Colton,Thompson,Lizette,Bateman,349372
1477,Bryon,Buckner,Margie,Christie,572309
1478,Lee,Pickens,Tambra,Petersen,704008
1479,Elwood,Goode,Katelin,Rawls,740714
1480,Willie,Bergstrom,Mae,Ball,612962
1481,Warner,Marr,Lilian,Harkins,771337
1482,Jewel,Sisk,Rebeca,Peek,915300
1483,Emilio,Renteria,Glendora,Saul,570597
1484,Willis,Storm,Lacey,Hardison,843150
1485,Paul,Cochrane,Kathryn,Boatwright,254602
1486,Lazaro,Lo,Kirstie,Keel,388463
1487,Darren,Eaton,Arlette,Lapointe,604448
1488,Jed,Worsham,Shawna,Ratliff,270457
1489,Riley,Ponce,Carlos,Nieto,941647
1490,Lino,Groce,Marketta,Perdue,753760
1491,Joe,Herzog,Winnifred,Neville,451482
1492,Lamont,Gomez,Ray,Sherwood,789470
1493,Marlin,Rhodes,Lulu,Wagner,315382
1494,Rocco,Hargis,Missy,Blaylock,951350
1495,Charlie,Lavigne,Augustina,Whiting,680110
1496,Jeffrey,Galloway,Ashlee,Kellum,528280
1497,Sonny,Hyde,Felicia,Acker,935973
1498,Gerardo,Cottle,Candace,Rudd,689620
1499,Carmine,Handley,Cleo,Gainey,442949
1500,Chas,Galloway,Shonta,Coker,973488
1501,Blaine,Cecil,Desiree,Holt,621401
1502,Albert,Bowers,Twyla,Schoonover,570186
1503,Denny,Poe,Bernadette,Tillery,657370
1504,Damien,Carson,Raeann,Mccaffrey,984088
1505,Abel,Macmillan,Billi,Bledsoe,628012
1506,Colton,Sasser,Vania,Daughtry,657339
1507,Jeff,Lear,Camellia,Bone,297169
1508,Damian,Mallard,Tequila,Mcclain,805360
1509,Julio,Mcduffie,Argentina,Goebel,719968
1510,Terrence,Arsenault,Shanell,Allison,158599
1511,Ernesto,Vinson,Reginia,Bartlett,906453
1512,Emmitt,Sander,Sharie,Underwood,971647
1513,Wilford,Farley,Zoraida,Moreau,683129
1514,Michael,Burrell,Magda,Gamez,883048
1515,Herschel,Haddad,Keshia,Singletary,669089
1516,Rich,Tate,Reita,Weatherly,542465
1517,Elbert,Caro,Angelina,Newby,283392
1518,Malcolm,Dabney,Danika,Cathey,255218
1519,Roman,Roger,Ginger,Hollingsworth,255919
1520,Elton,Weems,Sharla,Whittaker,894170
1521,Nelson,Hargrave,Melony,Cornwell,336133
1522,Bryon,Mock,Edyth,Dowd,551207
1523,Ward,Taylor,Mandy,Cohen,894212
1524,Elias,Arreola,Carri,Xiong,844959
1525,Bryce,Gaddy,Kathleen,Tomlin,442316
1526,Shon,Ham,Kara,Durkin,579227
1527,Chance,Beers,Ardelia,Dodson,881549
1528,Desmond,Macmillan,Roxanne,Keel,890980
1529,Dion,Woodworth,Shana,Simone,502388
1530,Raymon,Mclaughlin,Debbi,Arteaga,915723
1531,Rickie,Custer,Leonila,Southard,321932
1532,Clifford,Holcomb,Lorena,Steward,553554
1533,Lonnie,Greco,Domonique,Popp,674605
1534,Ira,Vasquez,Cathie,Owen,474810
1535,Angel,Mallard,Faye,Nolan,750790
1536,Dino,Peyton,Melisa,Broyles,393066
1537,Sergio,Block,Quiana,Scott,666704
1538,Ali,Weiss,Tandra,Ryder,411057
1539,Daryl,Reeve,Nakisha,Shull,537751
1540,Marcelo,Early,Coralie,Burgess,689517
1541,Roderick,Rawlins,Carmon,Curtis,138678
1542,Shirley,Seifert,Chrystal,Beltran,244484
1543,Michel,Romero,Jeanmarie,Russ,289424
1544,Joseph,Hartman,Yuri,Burnett,345306
1545,Gregg,Cochran,Joane,Russo,216666
1546,Jonathan,Velasco,Brigid,Mcintire,430006
1547,Sang,Kay,Tashina,Callaway,474395
1548,Eldridge,Mcgraw,Nilda,Elam,454671
1549,Jame,Archer,Aracelis,Cintron,784622
1550,Shane,Lombard,Saran,Guerrero,704656
1551,Jacques,Mcgregor,Katelin,Valle,159343
1552,Leonel,Mcmillan,Micaela,Paxton,984246
1553,John,Faison,Cyndy,Harr,664863
1554,Ronnie,Siler,Ayako,Cooper,434808
1555,Dean,Mccray,Vinita,Vanhoose,411812
1556,Bryon,Hoff,Bella,Cary,342506
1557,Fred,Tan,Claude,Pond,687524
1558,Tyree,Chisholm,Samantha,Bouchard,963398
1559,Melvin,Gaither,Deborah,Lang,814106
1560,Sol,Byrne,Odette,Roberge,504765
1561,Peter,Vaughn,Gwyneth,Batiste,759992
1562,Olin,Shelby,Tanesha,Brownlee,179369
1563,Gaylord,Wendt,Delorse,Velasquez,643840
1564,Bradley,Tabor,Shanell,Mead,804844
1565,Cornell,Reynoso,Garnet,Shuman,714137
1566,Doug,Catron,Leatha,Streeter,642672
1567,Milford,Settle,Marlo,Strong,276718
1568,Aurelio,Dial,Cleo,Kirkland,837851
1569,Oliver,Colwell,Onie,Richie,486862
1570,Kip,Seaton,Cecilia,Hodges,153708
1571,Kirby,Clemens,Joel,Cutler,144869
1572,Herschel,Coronado,Jazmine,Haines,918509
1573,Mack,Nettles,Yer,Rau,522882
1574,Jame,Huffman,Cherie,Navarrete,322774
1575,Fred,Bolin,Cayla,Broyles,806291
1576,Arnulfo,Keane,Joelle,Crooks,983939
1577,Marvin,Burnham,Janell,Talbot,621948
1578,Johnathon,Neel,Tracee,Hammett,250618
1579,Gregory,Peterman,Lacresha,Colwell,569849
1580,Walker,Copley,Myrtle,Gatewood,607546
1581,Dewayne,Outlaw,Allison,Miranda,786068
1582,Sergio,Minnick,Yahaira,Irizarry,208998
1583,Jamaal,Speer,Winifred,Brooks,453609
1584,Rob,Corbett,Terese,Chen,124019
1585,Andrew,Burdick,Sanda,Cooper,511172
1586,Stuart,Fairchild,Candyce,Trammell,210119
1587,Miguel,Ohara,Kendal,Marvin,476505
1588,Basil,Steward,Christeen,Pitcher,198777
1589,Von,Hofmann,Magdalena,Connell,967670
1590,Graig,Valerio,Kimberlee,Ly,576084
1591,Tracy,Rau,Jeannette,Mcnulty,616673
1592,Boyd,Hite,Laurine,Strother,730746
1593,Darrell,Rossi,Deloras,Starling,292118
1594,Orville,Herring,Natividad,Perron,952781
1595,Clinton,Conti,Amberly,Lytle,214228
1596,Basil,Krauss,Francina,Wakefield,866248
1597,Saul,Wiseman,Kaylee,Shanks,656664
1598,Zackary,Centeno,Ivana,Smalls,434883
1599,Tommy,Ransom,Olympia,Osullivan,262932
1600,Robin,Enriquez,Fatimah,Garza,123999
1601,Romeo,Vincent,Obdulia,Thornhill,449598
1602,Al,Milligan,Josphine,Bickford,579735
1603,Norris,Prentice,Kira,Rendon,590746
1604,Thanh,Walsh,Sheridan,Derrick,631225
1605,Leandro,Bernard,Ali,Mullen,900359
1606,Giuseppe,Odonnell,Daria,Mcintyre,643468
1607,Brant,Zepeda,Beverly,Mattos,818168
1608,Leo,Shaver,Shawanna,Livingston,693102
1609,Albert,Hancock,Farrah,Metzler,482308
1610,Francis,Presley,Moriah,Bivens,150441
1611,Isaias,Wills,Laveta,Ramsay,649895
1612,Paul,Keating,Marisa,Candelaria,139977
1613,Neal,Hollingsworth,Alanna,Herrera,204398
1614,Ali,Cameron,Dedra,Schenk,796022
1615,Danial,Renfro,Zaida,Varela,388716
1616,Gregg,Driver,Hiedi,Maclean,563487
1617,Clay,Huber,Margarita,Nix,236169
1618,Forrest,Mosby,Pura,Lunn,571584
1619,Omer,Houghton,Vashti,Stowers,782733
1620,Jordan,Edmonds,Karissa,Dunaway,441549
1621,Lucio,Martell,Ginger,Pullen,310533
1622,Grover,Bower,Tiera,Langford,556175
1623,Cristopher,Watt,Omega,Casteel,428137
1624,Loren,Libby,Marybelle,Sprouse,263367
1625,Rey,Whatley,Johanna,Coppola,348768
1626,Glen,Southern,Samella,Lyles,374848
1627,Young,Logan,Phoebe,Burleson,505320
1628,Edgar,Willson,Selene,Leighton,765541
1629,Larry,Lowery,Pearl,Frank,418852
1630,Malcolm,Singer,Opal,Bauer,990332
1631,Cecil,Quigley,Tish,Arrington,848322
1632,Jeremy,Goddard,Alline,Pak,501510
1633,Seth,Hammons,Thao,Sprouse,916024
1634,Merrill,Knowlton,Micki,Rich,605805
1635,Rolando,Kirkwood,Nicolette,Haggard,680938
1636,Jude,Lankford,Sharlene,Salter,744332
1637,Jarred,Bauer,Joanne,Lightner,298886
1638,Benny,Moyer,Keva,Holton,567677
1639,Demetrius,Hanley,Kesha,Whitt,463942
1640,Romeo,Gabriel,Lizzette,Locke,833905
1641,Doug,Calhoun,Virgil,Clough,158858
1642,Wayne,Hutcheson,Heather,Sampson,823918
1643,Basil,Bower,Brigitte,Schofield,408977
1644,Terrence,Herrick,Kyle,Ridley,857522
1645,Darrick,Brandenburg,Helaine,Arthur,734056
1646,Johnson,Montoya,Tatum,Horning,937951
1647,Willie,Coble,Charleen,Mosby,992444
1648,Loren,Richter,Mattie,Cain,997096
1649,Roberto,Quinlan,Theda,Williams,200967
1650,Columbus,Mcelroy,Amiee,Daniel,435871
1651,Chadwick,Darnell,Deane,Keel,136054
1652,Julian,Lapointe,Nereida,Fanning,209712
1653,Wes,Dell,Tonisha,Burke,410558
1654,Mitchell,Pepper,Tiffaney,Brand,264781
1655,Eugene,Stillman,Cristal,Cathey,387387
1656,Sung,Mchenry,Kristel,Colley,463741
1657,Cleo,Montano,Belinda,Damon,402162
1658,Josue,Couch,Exie,Stauffer,917791
1659,Major,Burgess,Gertie,Villagomez,322671
1660,Ferdinand,Flournoy,Lynda,Simons,530503
1661,Pedro,Forsythe,Dannielle,Cho,806258
1662,Lorenzo,Haggerty,Kina,Ballou,781240
1663,Weston,Scribner,Latonya,Sander,393998
1664,Stanley,Watt,Tonette,Garber,664828
1665,Clay,Morehead,Joleen,Oswalt,469472
1666,Alonso,Covert,Lana,Graves,926364
1667,Brain,Creel,Ana,Landrum,998777
1668,Jerold,Becnel,Charlyn,Hare,396718
1669,Salvatore,Luis,Ayesha,Doucette,412909
1670,Samuel,Hundley,Traci,Roberson,345402
1671,Korey,Rojas,Hailey,Bonilla,771391
1672,Darryl,Sanderson,Bertie,Laws,989682
1673,Isaias,Gil,Latrisha,Roby,901596
1674,Mose,Alvarez,Izola,Perez,298828
1675,Brady,Bowler,Mellisa,Looney,430429
1676,Salvador,Irvin,Alysha,Shumaker,121290
1677,Myles,Clawson,Mandie,Martell,513931
